hscode4_text,HSCode2,TranslatedText
"Lubricating preparations (including cutting-oil preparations, bolt  or nut release preparations, anti-rust or anti-corrosion preparations  and mould release preparations, based on lubricants) and  preparations of a kind used for the oil or grease treatme",34,"Lubricating preparations (including cutting-oil preparations, bolt  or nut release preparations, anti-rust or anti-corrosion preparations  and mould release preparations, based on lubricants) and  preparations of a kind used for the oil or grease treatme"
Artificial waxes and prepared waxes.,34,Artificial waxes and prepared waxes.
"Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coate",34,"Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coate"
"Candles, tapers and the like.                                                                                                                                                                                                                                   ",34,"Candles, tapers and the like."
"Modelling pastes, including those put up for children's amusement ; preparations known as  ""dental wax""  or as ""dental impression compounds"",  put up in sets,  in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms ; other pr",34,"Modelling pastes, including those put up for children's amusement ; preparations known as  ""dental wax""  or as ""dental impression compounds"",  put up in sets,  in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms ; other pr"
"Casein, caseinates and other casein derivatives; casein glues.",35,"Casein, caseinates and other casein derivatives; casein glues."
"Albumins (including concentrates of two or more whey proteins, containing by weight more than 80% whey proteins, calculated on the dry matter), albuminates and other albumin derivatives.",35,"Albumins (including concentrates of two or more whey proteins, containing by weight more than 80% whey proteins, calculated on the dry matter), albuminates and other albumin derivatives."
"Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 35.01.",35,"Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 35.01."
"Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed.",35,"Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed."
"Dextrins and other modified starches (e.g. : pregelatinised or esterified starches etc.) glues based on starches, or on dextrins or other modified starches.",35,"Dextrins and other modified starches (e.g. : pregelatinised or esterified starches etc.) glues based on starches, or on dextrins or other modified starches."
"Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg.",35,"Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg."
Enzymes ; prepared enzymes not elsewhere specified or included.,35,Enzymes ; prepared enzymes not elsewhere specified or included.
Propellent powders.,36,Propellent powders.
"Prepared explosives, other than propellent powders.",36,"Prepared explosives, other than propellent powders."
Safety fuses ; detonating fuses ; percussion or detonating caps ; igniters ; electric detonators.,36,Safety fuses ; detonating fuses ; percussion or detonating caps ; igniters ; electric detonators.
"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles.",36,"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles."
"Matches, other than pyrotechnic articles of heading 36.04.                                                                                                                                                                                                      ",36,"Matches, other than pyrotechnic articles of heading 36.04."
Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 of chapter no.36,36,Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 of chapter no.36
"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs.",37,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs."
"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textile ; instant print film in rolls, sensitised, unexposed",37,"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textile ; instant print film in rolls, sensitised, unexposed"
"Photographic paper, paperboard and textiles, sensitised, unexposed",37,"Photographic paper, paperboard and textiles, sensitised, unexposed"
